area,percorso_menu,voce,form_o_prg,copertura,evidenza_web,reason_code,note,metodo_classificazione
opzioni,opzioni > Menù/Procedure,Analisi archivi,sqlfind000,NON_APPLICABILE,,VFP_ONLY,Opzioni/utility di sistema del client VFP,pattern-refine
opzioni,opzioni > Menù/Procedure,Monitoraggio procedure,menu_loggen,NON_APPLICABILE,,VFP_ONLY,Opzioni/utility di sistema del client VFP,pattern-refine
opzioni,opzioni > Menù/Procedure,Monitoraggio rete,menu_logrgen,NON_APPLICABILE,,VFP_ONLY,Opzioni/utility di sistema del client VFP,pattern-refine
opzioni,opzioni > Menù/Procedure > Black box,Configurazione black box,elenco_x_blackbox,NON_APPLICABILE,,VFP_ONLY,Opzioni/utility di sistema del client VFP,pattern-refine
opzioni,opzioni > Menù/Procedure > Black box,Statistica black box,menu_blackbox,NON_APPLICABILE,,VFP_ONLY,Opzioni/utility di sistema del client VFP,pattern-refine
opzioni,opzioni > Utenti,Autorizzazione all'uso della licenza aquarius,licenza,NON_APPLICABILE,,VFP_ONLY,Opzioni/utility di sistema del client VFP,pattern-refine
opzioni,opzioni > Utenti,Definizione ruoli aziendali,organigramma,NON_APPLICABILE,,VFP_ONLY,Opzioni/utility di sistema del client VFP,pattern-refine
opzioni,opzioni > Utenti,Gestione utenti,menu_resmenu,NON_APPLICABILE,,VFP_ONLY,Opzioni/utility di sistema del client VFP,pattern-refine
opzioni,opzioni > Utenti > Configura utenti,Configura utenti per inibizione prezzi su di.ba.,menu_mutoper,NON_APPLICABILE,,VFP_ONLY,Opzioni/utility di sistema del client VFP,pattern-refine
opzioni,opzioni > Utenti > Configura utenti,Configurazione utenti per visualizzazione messaggi,menu_ope000,NON_APPLICABILE,,VFP_ONLY,Opzioni/utility di sistema del client VFP,pattern-refine
opzioni,opzioni > Utenti > Gestione client aquarius,Blocco client manuale per manutenzione,menu_manute,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
parametri,parametri > Gestione parametri,Definizione dati azienda,menu_azi000,MIGRATO,/parametri-aziendali,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
parametri,parametri > Gestione parametri,Parametri del sistema,,MANCANTE,,,,default
parametri,parametri > Gestione parametri,Tipi operazioni,paragest,MIGRATO,/parametri/{categoria},,Categoria PARA coperta dal modulo parametri,paragest
parametri,parametri > Gestione parametri,Trasferimento parametri tra databases,menu_para_copy,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione,Scambio dati macchinari Industry 4.0,submenu,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Cicli di lavoro,Aggiornamento ciclo,menu_cic000,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Cicli di lavoro,Annulla ciclo,menu_cicann,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Cicli di lavoro,Duplica ciclo,menu_cicdup,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Controllo qualità > Controllo qualità film protettivi,Analisi sui prodotti della concorrenza,menu_prc000,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Controllo qualità > Controllo qualità film protettivi,Difformità del peso delle bobine caricate da forn.,menu_discbfo,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Controllo qualità > Controllo qualità film protettivi,Gestione certificati di conformità,menu_cer000,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Controllo qualità > Controllo qualità film protettivi,Risposta al commerciale in rif. alle campionature,menu_camp,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Controllo qualità > Controllo qualità film protettivi,Stato avanzamento ordini prodotti,prd_statoordini,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Controllo qualità > Controllo qualità film protettivi,Tracciabilità produzione,prd_tracciabilita,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Controllo qualità > Controllo qualità prodotti in legno,Analisi sulle materie prime acquistate,menu_richmp,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Controllo qualità > Controllo qualità prodotti in legno,Elenco delle analisi eseguite sulle m.p.,menu_analmp,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
produzione,produzione > Distinte base,Aggiornamento distinta base,menu_dis000,MIGRATO,/distinte,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
produzione,produzione > Distinte base,Annulla distinta base,menu_disann,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Distinte base,Configuratore di.ba.,menu_config_diba,NON_APPLICABILE,,WRITE_SIDE,Utility/manutenzione: gestionale,pattern-refine
produzione,produzione > Distinte base,Dove è usato,menu_disdove,MANCANTE,,,,default
produzione,produzione > Distinte base,Duplica distinta base,menu_disdup,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Distinte base,Elenco con esplosione,menu_diselen,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
produzione,produzione > Distinte base,Eliminazione e sostituzione massiva componenti,menu_dissost,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Distinte base,Esplosione della distinta base,menu_disesp,MANCANTE,,,,default
produzione,produzione > Distinte base,Inserimento massivo componenti,menu_disins,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione bombole ossigeno e altri gas,Gestione collaudo,pbg_collaudo,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione bombole ossigeno e altri gas > Gestione piani di trasporto,Annullo piani di trasporto,pbg_packing_da_ord_annu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione bombole ossigeno e altri gas > Gestione piani di trasporto,Annullo verifica consegne e ritiri,pbg_consegne_ddt_annu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione bombole ossigeno e altri gas > Gestione piani di trasporto,Creazione ddt da piani di trasporto,pbg_pck_da_ord_toddt,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione bombole ossigeno e altri gas > Gestione piani di trasporto,Gestione piani di trasporto,pbg_packing_da_ordini,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione bombole ossigeno e altri gas > Gestione piani di trasporto,Statistica piani di trasporto,pbg_pck_da_ord_stat,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione bombole ossigeno e altri gas > Gestione piani di trasporto,Verifica consegne/ritiri per conferma fatturazione,pbg_consegne_ddt,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione bombole ossigeno e altri gas > Programmazione della produzione bombole piene,Fattibilità e prelievo materiali per la produzione,pbg_prelievo,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione bombole ossigeno e altri gas > Programmazione della produzione bombole piene,Pianificazione acquisti,pbg_pianificaz_orfgen,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione bombole ossigeno e altri gas > Programmazione della produzione bombole piene,Pianificazione della produzione,pbg_pianificazione,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione bombole ossigeno e altri gas > Programmazione della produzione bombole piene,Programmi di produzione,pbg_programmazione,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione bombole ossigeno e altri gas > Programmazione della produzione bombole piene,Versamento di produzione interna,pbg_avanza,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione bombole ossigeno e altri gas > Programmazione della produzione bombole piene > Statistiche di produzione,Statistica sulle quantità prodotte per periodo,std_statqtaper,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dadi pressati,Avanzamento produzione,dad_avanza,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dadi pressati,Programmazione della produzione,dad_programmazione,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dadi pressati > Gestione spedizioni,Annullo packing list,ppt_packing_da_ord_annu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione dadi pressati > Gestione spedizioni,Creazione ddt da packing list,ppt_pck_da_ord_toddt,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione dadi pressati > Gestione spedizioni,Packing list,ppt_packing_da_ordini,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dadi pressati > Gestione spedizioni,Statistica packing list,ppt_pck_da_ord_stat,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dadi pressati > Statistiche di produzione,Statistica su consumo carte impregnate per periodo,consumo_carte_impregnate,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dadi pressati > Statistiche di produzione,Statistica sulle quantità prodotte per periodo,std_statqtaper,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dadi pressati > Utilità,Riciclo da scarti di produzione dadi pressati,dad_ricicla_scarti,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dadi pressati > Utilità,Trasform. automatica bancali di 1° scelta in 2°,dad_trasforma_1_in_2,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi industriali,Fattibilità e prelievo materiali per la produzione,pmi_prelievo,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi industriali,Programmazione acquisti per gruppi di prodotti,pmi_giacxprod,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi industriali,Programmazione della produzione,pmi_programmazione,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi industriali,Versamento produzione esterna,pmi_avanza,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi industriali,Versamento produzione interna,pmi_avanza,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi industriali > Gestione spedizioni,Check list di spedizione,pmi_checklist,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi industriali > Statistiche di produzione,Statistica sulle quantità prodotte per periodo,std_statqtaper,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Check list di spedizione da ordini e creazione ddt,pdm_checklist,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Configuratore Di.Ba. per fascicolo tecnico,pdm_config_diba_fascicolo_tecnico,NON_APPLICABILE,,WRITE_SIDE,Utility/manutenzione: gestionale,pattern-refine
produzione,produzione > Produzione dispositivi medicali,Creazione e trasferimento doc. per firma digitale,trasf_doc_prod_firma_digitale,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione dispositivi medicali,Fattibilità e prelievo materiali per la produzione,pdm_prelievo,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Gestione visione dich. conformità in produzione,pdm_vismcdp,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Pianificazione acquisti,pdm_pianificaz_orfgen,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Pianificazione della produzione,pdm_pianificazione,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Programmi di produzione,pdm_programmazione,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Situazione DDT per conto visione,pdm_visioni,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Situazione DDT per garanzie,pdm_garanzie,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Situazione giacenze di magazzino,pdm_sitgiac,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Situazione ordini con la produzione (SIT 100),pdm_sitord,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Utility di smontaggio prodotti finiti,prod_smontaggio,NON_APPLICABILE,,WRITE_SIDE,Utility/manutenzione: gestionale,pattern-refine
produzione,produzione > Produzione dispositivi medicali,Versamento di produzione interna,pdm_avanza,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali,Versamento produzione esterna,pdm_avanza,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali > Statistiche di produzione,Statistica sulle quantità prodotte per periodo,std_statqtaper,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione dispositivi medicali > Statistiche di produzione,Tracciabilità articoli di produzione,prod_tracking,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione,Pianificazione della produzione,pfp_pianif_spalma,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione,Prelievo materiali per il taglio,pfp_prelievo,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione,Prelievo materiali per la ribobinatura,pfp_prelievo,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione,Prelievo materiali per la spalmatura,pfp_prelievo,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione,Programmi di produzione,pfp_programmazione,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione,Programmi ribobinatura e taglio da ordini,pfp_ordtoprod,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione > Avanzamenti di produzione,Versamento produzione ribobinatura,pfp_avanza,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione > Avanzamenti di produzione,Versamento produzione spalmatura,pfp_avanza,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione > Avanzamenti di produzione,Versamento produzione taglio,pfp_avanza,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione > Imballaggio e spedizione,Annullo packing list,pfp_packinglist_annu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione film protettivi con pianificazione > Imballaggio e spedizione,Creazione bolle da programma manuale,pfp_ordtobol,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione film protettivi con pianificazione > Imballaggio e spedizione,Generazione ddt tramite packing list,pfp_pcktoddt,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione film protettivi con pianificazione > Imballaggio e spedizione,Gestione bancali,,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione > Imballaggio e spedizione,Imballaggio bancali,pfp_imballaggio,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione > Imballaggio e spedizione,Preparazione bancali con packing list,pfp_packing,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione > Statistiche di produzione,Statistica sulle quantità prodotte per periodo,std_statqtaper,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con pianificazione > Statistiche di produzione,Tracciabilità articoli di produzione,prod_tracking,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Avanzamenti produzione,Avanzamento spalmatura,prd_avanzaspalmatura,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Avanzamenti produzione,Avanzamento taglio,prd_taglio,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Avanzamenti produzione,Controllo avanzamento produzione,prd_statoordini,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Gestione dei fabbisogni,Riprogrammazione scadenze di consegna e dettagli,menu_riprog_orf,NON_APPLICABILE,,WRITE_SIDE,Utility/manutenzione: gestionale,pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Gestione spedizioni con imballaggio automatizzato,Annullo packing list,prd_packinglist_annu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione film protettivi con tappeto prod. > Gestione spedizioni con imballaggio automatizzato,Generazione ddt tramite packing list,prd_pcktoddt,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione film protettivi con tappeto prod. > Gestione spedizioni con imballaggio automatizzato,Imballaggio bancali,prd_imballaggio,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Gestione spedizioni con imballaggio automatizzato,Preparazione bancali con packing list,prd_packing,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Gestione spedizioni manuale,Annullo packing list,prd_packinglist_annu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione film protettivi con tappeto prod. > Gestione spedizioni manuale,Generazione ddt tramite packing list,prd_pcktoddt,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione film protettivi con tappeto prod. > Gestione spedizioni manuale,Gestione dettagliata packing list,prd_packinglist,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per spalmatura,Associazione bobine madri alla produzione,prd_associa_bobine,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per spalmatura,Gestione consumo adesivi,prd_consade,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per spalmatura,Gestione dei turni di lavoro,prd_turni,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per spalmatura,Modifica / ripristina stato sequenze programmate,prd_staseq_modi,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per spalmatura,Preparazione materie prime per spalmatura,prd_preparaspalmatura,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per spalmatura,Preparazione ricette macchina per spalmatrice,prd_ricemac,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per spalmatura,Stampa commesse produttive per spalmatura,prd_comlav,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per spalmatura,Stampa dettagliata turni di lavoro,prd_turni_sta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per taglio,Annullo programma di taglio,prd_prgtaglio_annu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per taglio,Generazione programma di taglio,prd_prepara_taglio,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per taglio,Situazione barre tagliate già programmate,prd_stato_prgtaglio,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per taglio,Verifica non conformità da spalmatura,prd_statobarre,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per taglio > Gestione barre scorta e ribobinatura,Aggiungi nuova barra scorta alla produzione,prd_aggbarrescorta,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per taglio > Gestione barre scorta e ribobinatura,Attribuzione barre scorta ad ordine,prd_attribuzione_barre,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per taglio > Gestione barre scorta e ribobinatura,Formattazione in lunghezza barre scorta,prd_barre_daribo,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
produzione,produzione > Produzione film protettivi con tappeto prod. > Preparazione risorse produttive per taglio > Gestione barre scorta e ribobinatura,Ribobinatura,prd_ribobinatura,MANCANTE,,NEEDS_DOMAIN,Verticale produzione specifica: verificare se in uso a Impresind (il web copre la produzione STANDARD),pattern-refine
